name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Javi Rueda,652331.0,2026/2027,La Liga,6,331,0.0,0.05,-0.05,2.0,0.0,6.0,5.0,19.0,1.0,7.0,28.0,15.0,10.0,4.0,127.0,56.0,104.0,42.0,10.0,0.0,30.0,14.0,320.0,136.6,0.0,0.0,2.0,0.0,,,,,0.0,0.02,53.6,40.0,81.9,75.0,10.0,10.7,9.8,,178948265400707,6f27yvbqcngegwsg2ozxxdj4,1.0,,,,,0.0,0.01,0.54,0.0,1.63,1.36,5.17,0.27,1.9,7.61,4.08,2.72,1.09,34.53,15.23,28.28,11.42,2.72,0.0,8.16,3.81,87.01,37.14,0.0,0.0,0.54,0.0,,,,,1008259,1.0,0.0,6.0,0.0,2.0,9.84,17.7,35.68,0.27,0.0,1.63
Pedro Díaz,653363.0,2025/2026,"La Liga, Conference League",45,2185,0.0,2.01,-2.01,54.0,7.0,48.0,9.0,124.0,1.0,17.0,186.0,86.0,28.0,15.0,943.0,348.0,808.0,268.0,29.0,7.0,256.0,148.0,2989.6,1637.0,17.0,0.0,4.0,1.0,,,,,0.0,0.04,45.68,57.23,85.51,76.85,23.58,11.64,11.07,,79205,3budh3j9xivsid3ptm8ptpy4k,5.0,,,,,0.0,0.08,2.22,0.29,1.98,0.37,5.11,0.04,0.7,7.66,3.54,1.15,0.62,38.84,14.33,33.28,11.04,1.19,0.29,10.54,6.1,123.14,67.43,0.7,0.0,0.16,0.04,,,,,900669,5.0,1.0,28.0,0.0,0.0,10.58,26.25,35.89,0.21,0.04,1.15
Igor Paixão,653610.0,2025/2026,"Ligue 1, Champions League",38,2452,10.0,7.69,2.31,72.0,30.0,34.0,16.0,107.0,3.0,29.0,235.0,103.0,64.0,25.0,843.0,395.0,691.0,300.0,56.0,2.0,374.0,186.0,4269.3,2029.3,35.0,4.0,13.0,3.0,,,,,13.63,0.1,43.77,39.69,81.89,76.1,8.97,11.44,10.97,,81036,27xvwccz8kpmqsefjv2b2sc0o,5.0,,,,,0.37,0.28,2.64,1.1,1.25,0.59,3.93,0.11,1.06,8.63,3.78,2.35,0.92,30.94,14.5,25.36,11.01,2.06,0.07,13.73,6.83,156.7,74.48,1.28,0.15,0.48,0.11,,,,,981815,6.0,5.0,36.0,0.0,10.0,10.49,22.64,35.33,0.22,0.18,1.32
Anton Kade,654234.0,2025/2026,Bundesliga,28,1746,6.0,6.36,-0.36,48.0,21.0,31.0,13.0,76.0,1.0,19.0,154.0,73.0,86.0,36.0,448.0,224.0,328.0,159.0,23.0,2.0,162.0,87.0,2322.7,1313.4,10.0,0.0,6.0,0.0,,,,,12.5,0.13,47.4,41.9,73.2,71.0,21.7,14.3,15.1,,80478,ex3psl8e3ajeypwjy4xfltpx6,5.0,,,,,0.31,0.33,2.47,1.08,1.6,0.67,3.92,0.05,0.98,7.94,3.76,4.43,1.86,23.09,11.55,16.91,8.2,1.19,0.1,8.35,4.48,119.73,67.7,0.52,0.0,0.31,0.0,,,,,1129365,4.0,5.0,26.0,0.0,10.0,10.59,23.4,34.89,0.21,0.26,1.34
Adrien Truffert,654539.0,2025/2026,Premier League,38,3380,1.0,1.36,-0.36,16.0,6.0,103.0,48.0,188.0,10.0,143.0,301.0,168.0,98.0,44.0,1560.0,464.0,1302.0,368.0,141.0,0.0,440.0,279.0,4914.0,3154.2,3.0,0.0,7.0,1.0,,,,,6.25,0.09,55.8,44.9,83.5,79.3,22.7,11.2,11.3,,78619,1pse9ta7a45pi2w2grjim70ge,32.0,,,,,0.03,0.04,0.43,0.16,2.74,1.28,5.01,0.27,3.81,8.01,4.47,2.61,1.17,41.54,12.36,34.67,9.8,3.75,0.0,11.72,7.43,130.85,83.99,0.08,0.0,0.19,0.03,,,,,999028,4.0,1.0,32.0,0.0,0.0,10.1,26.1,35.36,0.11,0.03,0.85
Adrien Truffert,654539.0,2026/2027,Premier League,4,360,0.0,0.09,-0.09,3.0,2.0,15.0,7.0,21.0,1.0,14.0,39.0,21.0,9.0,3.0,147.0,43.0,130.0,35.0,11.0,0.0,45.0,29.0,517.1,346.3,2.0,0.0,2.0,0.0,,,,,0.0,0.03,53.8,33.3,88.4,81.4,9.1,11.5,11.9,,178948265300191,1pse9ta7a45pi2w2grjim70ge,1.0,,,,,0.0,0.02,0.75,0.5,3.75,1.75,5.25,0.25,3.5,9.75,5.25,2.25,0.75,36.75,10.75,32.5,8.75,2.75,0.0,11.25,7.25,129.28,86.58,0.5,0.0,0.5,0.0,,,,,999028,0.0,0.0,4.0,0.0,1.0,11.3,25.0,33.36,0.0,0.0,1.0
Bilal El Khannouss,654982.0,2025/2026,"Bundesliga, Europa League",36,2276,9.0,4.72,4.28,67.0,26.0,41.0,12.0,78.0,3.0,9.0,170.0,83.0,52.0,25.0,1321.0,650.0,1060.0,490.0,62.0,8.0,391.0,195.0,4645.7,1906.0,21.0,2.0,19.0,2.0,,,,,12.48,0.07,48.81,50.06,80.2,75.17,31.38,11.83,9.74,,80542,3dwlvz6cl4lcavvrg0y2dycrt,12.0,,,,,0.36,0.19,2.65,1.03,1.62,0.47,3.08,0.12,0.36,6.72,3.28,2.06,0.99,52.24,25.7,41.92,19.38,2.45,0.32,15.46,7.71,183.71,75.37,0.83,0.08,0.75,0.08,,,,,1126569,9.0,3.0,61.0,0.0,2.0,10.28,19.39,35.34,0.36,0.12,2.41
Samuel Mbangula,654991.0,2025/2026,Bundesliga,26,1170,3.0,1.61,1.39,17.0,8.0,16.0,4.0,62.0,1.0,3.0,129.0,69.0,22.0,6.0,481.0,205.0,418.0,176.0,16.0,4.0,205.0,104.0,2535.4,1113.9,4.0,1.0,4.0,0.0,,,,,17.65,0.09,53.5,27.3,86.9,85.8,12.5,12.4,10.7,,80618,cu0eztmjcsbydyp53aleznorw,2.0,,,,,0.23,0.12,1.31,0.62,1.23,0.31,4.77,0.08,0.23,9.92,5.31,1.69,0.46,37.0,15.77,32.15,13.54,1.23,0.31,15.77,8.0,195.03,85.68,0.31,0.08,0.31,0.0,,,,,1100836,2.0,2.0,15.0,0.0,4.0,9.09,16.4,35.34,0.15,0.15,1.15
Diego Moreira,655006.0,2025/2026,"Ligue 1, Conference League",37,2555,4.0,2.72,1.28,39.0,16.0,63.0,27.0,130.0,6.0,34.0,305.0,143.0,42.0,20.0,1184.0,392.0,958.0,271.0,102.0,2.0,399.0,224.0,4921.9,2555.6,7.0,2.0,16.0,1.0,,,,,11.02,0.07,46.78,48.33,80.88,69.23,24.92,12.3,11.38,,81126,71ajatxnuhc5cnm3xvgdky49w,18.0,,,,,0.14,0.1,1.37,0.56,2.22,0.95,4.58,0.21,1.2,10.74,5.04,1.48,0.7,41.71,13.81,33.75,9.55,3.59,0.07,14.05,7.89,173.37,90.02,0.25,0.07,0.56,0.04,,,,,1142233,14.0,2.0,45.0,0.0,8.0,10.47,23.51,35.53,0.49,0.07,1.59
Samson Baidoo,655217.0,2025/2026,Ligue 1,23,1827,2.0,1.56,0.44,17.0,4.0,34.0,23.0,105.0,25.0,83.0,78.0,46.0,91.0,44.0,1058.0,81.0,980.0,70.0,0.0,0.0,214.0,92.0,1972.3,722.9,0.0,0.0,1.0,0.0,,,,,11.76,0.09,59.0,48.4,92.6,86.4,0.0,9.2,7.9,,81164,3xedluek08t2ka7oypwuullcn,0.0,,,,,0.1,0.08,0.84,0.2,1.67,1.13,5.17,1.23,4.09,3.84,2.27,4.48,2.17,52.12,3.99,48.28,3.45,0.0,0.0,10.54,4.53,97.16,35.61,0.0,0.0,0.05,0.0,,,,,1099117,1.0,3.0,4.0,0.0,1.0,8.72,11.7,35.33,0.05,0.15,0.2
Gabriel Martinelli,655488.0,2025/2026,"Premier League, Champions League",44,1771,7.0,8.49,-1.49,48.0,21.0,14.0,8.0,86.0,1.0,11.0,176.0,75.0,36.0,12.0,440.0,232.0,338.0,165.0,60.0,4.0,239.0,148.0,3007.4,1456.6,11.0,4.0,12.0,3.0,,,,,14.54,0.18,42.72,34.43,76.66,70.65,25.97,12.6,9.86,,78471,4dsgumo7d4zupm2ugsvm4zm4d,7.0,,,,,0.36,0.43,2.44,1.07,0.71,0.41,4.37,0.05,0.56,8.94,3.81,1.83,0.61,22.36,11.79,17.18,8.39,3.05,0.2,12.15,7.52,152.83,74.02,0.56,0.2,0.61,0.15,,,,,922573,8.0,9.0,29.0,0.0,8.0,10.72,23.1,35.65,0.41,0.46,1.47
Victor Boniface,656681.0,2025/2026,Bundesliga,11,325,0.0,1.08,-1.08,16.0,6.0,2.0,0.0,14.0,0.0,8.0,27.0,13.0,25.0,15.0,109.0,49.0,75.0,32.0,2.0,1.0,38.0,26.0,525.5,343.6,1.0,0.0,1.0,0.0,,,,,0.0,0.07,48.1,60.0,68.8,65.3,50.0,13.8,13.2,,80670,cu0eztmjcsbydyp53aleznorw,1.0,,,,,0.0,0.3,4.43,1.66,0.55,0.0,3.88,0.0,2.22,7.48,3.6,6.92,4.15,30.18,13.57,20.77,8.86,0.55,0.28,10.52,7.2,145.52,95.15,0.28,0.0,0.28,0.0,,,,,978521,2.0,0.0,7.0,0.0,3.0,7.24,7.2,30.5,0.55,0.0,1.94
Samú Costa,657430.0,2025/2026,La Liga,34,2705,7.0,3.98,3.02,39.0,16.0,65.0,26.0,118.0,13.0,90.0,305.0,141.0,118.0,78.0,1268.0,338.0,1013.0,213.0,30.0,2.0,221.0,92.0,2231.1,797.7,5.0,1.0,5.0,1.0,,,,,17.95,0.1,46.2,66.1,79.9,63.0,10.0,10.1,8.7,,79111,50x1m4u58lffhq6v6ga1hbxmy,3.0,,,,,0.23,0.13,1.3,0.53,2.16,0.87,3.93,0.43,2.99,10.15,4.69,3.93,2.6,42.19,11.25,33.7,7.09,1.0,0.07,7.35,3.06,74.23,26.54,0.17,0.03,0.17,0.03,,,,,988351,2.0,2.0,17.0,0.0,6.0,11.34,15.2,35.87,0.07,0.07,0.57
Abel Bretones,658115.0,2025/2026,La Liga,28,1619,1.0,0.63,0.37,11.0,3.0,33.0,18.0,68.0,5.0,51.0,127.0,65.0,21.0,13.0,503.0,169.0,388.0,124.0,33.0,2.0,164.0,94.0,1956.3,1189.0,4.0,0.0,2.0,0.0,,,,,9.09,0.06,51.2,61.9,77.1,73.4,36.4,11.9,12.6,,79335,2l0ldgiwsgb8d6y3z0sfgjzyj,12.0,,,,,0.06,0.04,0.61,0.17,1.83,1.0,3.78,0.28,2.84,7.06,3.61,1.17,0.72,27.96,9.39,21.57,6.89,1.83,0.11,9.12,5.23,108.75,66.1,0.22,0.0,0.11,0.0,,,,,1010165,3.0,0.0,13.0,0.0,1.0,10.12,20.7,34.76,0.17,0.0,0.72
Abel Bretones,658115.0,2026/2027,La Liga,5,405,0.0,0.03,-0.03,2.0,0.0,12.0,3.0,21.0,1.0,6.0,33.0,15.0,12.0,6.0,161.0,53.0,134.0,41.0,10.0,0.0,55.0,31.0,696.3,367.5,1.0,0.0,2.0,0.0,,,,,0.0,0.02,45.5,50.0,83.2,77.4,20.0,12.7,11.9,,178948265400738,2l0ldgiwsgb8d6y3z0sfgjzyj,2.0,,,,,0.0,0.01,0.44,0.0,2.67,0.67,4.67,0.22,1.33,7.33,3.33,2.67,1.33,35.78,11.78,29.78,9.11,2.22,0.0,12.22,6.89,154.73,81.67,0.22,0.0,0.44,0.0,,,,,1010165,2.0,0.0,3.0,0.0,1.0,9.62,9.8,33.69,0.44,0.0,0.67
Abu Francis,658533.0,2025/2026,Ligue 1,8,532,0.0,0.13,-0.13,6.0,0.0,19.0,8.0,33.0,3.0,10.0,40.0,26.0,9.0,7.0,238.0,43.0,197.0,29.0,0.0,0.0,31.0,10.0,265.7,65.0,0.0,0.0,0.0,0.0,,,,,0.0,0.02,65.0,77.8,82.8,67.4,0.0,8.6,6.5,,81395,4aghw9tyi8ba3ju1ne83gmf9w,0.0,,,,,0.0,0.02,1.02,0.0,3.21,1.35,5.58,0.51,1.69,6.77,4.4,1.52,1.18,40.26,7.27,33.33,4.91,0.0,0.0,5.24,1.69,44.95,11.0,0.0,0.0,0.0,0.0,,,,,988801,0.0,0.0,1.0,0.0,0.0,9.32,10.2,33.3,0.0,0.0,0.17
Lasso Coulibaly,658534.0,2025/2026,Ligue 1,17,308,0.0,0.24,-0.24,4.0,1.0,6.0,5.0,30.0,1.0,0.0,59.0,32.0,3.0,3.0,108.0,45.0,84.0,33.0,10.0,1.0,70.0,34.0,882.7,341.0,0.0,0.0,1.0,0.0,,,,,0.0,0.06,54.2,100.0,77.8,73.3,10.0,12.6,10.0,,81357,9bxav814mkuhueiyivyive82d,1.0,,,,,0.0,0.07,1.17,0.29,1.75,1.46,8.77,0.29,0.0,17.24,9.35,0.88,0.88,31.56,13.15,24.55,9.64,2.92,0.29,20.45,9.94,257.93,99.64,0.0,0.0,0.29,0.0,,,,,1126588,0.0,0.0,4.0,0.0,2.0,10.58,22.1,34.73,0.0,0.0,1.17
Simon Adingra,658536.0,2025/2026,"Premier League, Ligue 1",28,1519,4.0,2.84,1.16,28.0,8.0,22.0,8.0,80.0,0.0,16.0,197.0,63.0,36.0,13.0,506.0,235.0,387.0,160.0,56.0,2.0,261.0,151.0,3161.8,1703.3,8.0,1.0,9.0,0.0,,,,,14.95,0.09,31.63,34.4,76.37,67.26,21.67,12.16,11.49,,78749,1r3545b2dzan8yqa80gtmcjch,5.0,,,,,0.24,0.17,1.66,0.47,1.3,0.47,4.74,0.0,0.95,11.67,3.73,2.13,0.77,29.98,13.92,22.93,9.48,3.32,0.12,15.46,8.95,187.34,100.92,0.47,0.06,0.53,0.0,,,,,1110842,4.0,3.0,20.0,0.0,6.0,10.72,21.56,35.81,0.24,0.18,1.18
Illia Zabarnyi,659089.0,2025/2026,"Ligue 1, Champions League",35,2600,1.0,0.7,0.3,5.0,3.0,39.0,22.0,126.0,13.0,92.0,82.0,51.0,66.0,37.0,2378.0,291.0,2249.0,263.0,1.0,0.0,543.0,291.0,5093.6,2700.7,0.0,0.0,0.0,0.0,,,,,22.95,0.14,61.83,56.45,94.56,90.52,0.0,9.4,9.29,,81301,2b3mar72yy8d6uvat1ka6tn3r,0.0,,,,,0.03,0.02,0.17,0.1,1.35,0.76,4.36,0.45,3.18,2.84,1.77,2.28,1.28,82.32,10.07,77.85,9.1,0.03,0.0,18.8,10.07,176.32,93.49,0.0,0.0,0.0,0.0,,,,,1023567,0.0,2.0,5.0,0.0,1.0,10.05,12.63,35.48,0.0,0.07,0.17
Carney Chukwuemeka,659459.0,2025/2026,"Bundesliga, Champions League",36,1128,3.0,2.27,0.73,23.0,3.0,26.0,8.0,63.0,1.0,7.0,143.0,70.0,25.0,10.0,480.0,234.0,410.0,189.0,1.0,4.0,182.0,89.0,2087.3,1051.6,2.0,1.0,5.0,1.0,,,,,12.85,0.1,48.9,42.59,85.39,80.75,0.0,11.46,11.8,,80599,dt4pinj0vw0t0cvz7za6mhmzy,0.0,,,,,0.24,0.18,1.84,0.24,2.07,0.64,5.03,0.08,0.56,11.41,5.59,1.99,0.8,38.3,18.67,32.71,15.08,0.08,0.32,14.52,7.1,166.54,83.9,0.16,0.08,0.4,0.08,,,,,994556,1.0,1.0,16.0,0.0,0.0,11.38,16.56,34.56,0.08,0.08,1.28
Soumaïla Coulibaly,659513.0,2025/2026,Ligue 1,16,1339,0.0,0.35,-0.35,6.0,2.0,14.0,14.0,73.0,9.0,75.0,59.0,36.0,40.0,27.0,745.0,75.0,672.0,48.0,1.0,0.0,185.0,106.0,1767.1,1032.6,0.0,0.0,0.0,0.0,,,,,0.0,0.06,61.0,67.5,90.2,64.0,0.0,9.6,9.7,,81329,3adj8hkws0z1al232bg2h6tk0,0.0,,,,,0.0,0.02,0.4,0.13,0.94,0.94,4.91,0.6,5.04,3.97,2.42,2.69,1.81,50.07,5.04,45.17,3.23,0.07,0.0,12.43,7.12,118.77,69.41,0.0,0.0,0.0,0.0,,,,,1001858,0.0,0.0,2.0,0.0,1.0,9.67,11.4,34.91,0.0,0.0,0.13
Warren Bondo,659516.0,2025/2026,Serie A,27,1769,0.0,0.25,-0.25,8.0,2.0,31.0,8.0,82.0,3.0,9.0,155.0,79.0,18.0,6.0,776.0,131.0,697.0,102.0,3.0,0.0,219.0,107.0,2343.1,986.6,3.0,0.0,2.0,0.0,,,,,0.0,0.03,51.0,33.3,89.8,77.9,0.0,10.7,9.2,,80133,af91jdcs6x0bqkmdb78rokod2,0.0,,,,,0.0,0.01,0.41,0.1,1.58,0.41,4.17,0.15,0.46,7.89,4.02,0.92,0.31,39.48,6.66,35.46,5.19,0.15,0.0,11.14,5.44,119.21,50.19,0.15,0.0,0.1,0.0,,,,,1000366,0.0,0.0,6.0,0.0,1.0,,,,0.0,0.0,0.31
Félix Lemaréchal,659518.0,2025/2026,"Ligue 1, Conference League",14,720,0.0,1.24,-1.24,15.0,4.0,17.0,3.0,28.0,0.0,8.0,86.0,40.0,10.0,6.0,303.0,118.0,238.0,76.0,9.0,3.0,96.0,44.0,1058.1,348.1,3.0,0.0,2.0,1.0,,,,,0.0,0.09,46.01,59.31,78.52,64.24,33.53,11.05,7.78,,81241,71ajatxnuhc5cnm3xvgdky49w,2.0,,,,,0.0,0.16,1.88,0.5,2.12,0.38,3.5,0.0,1.0,10.75,5.0,1.25,0.75,37.88,14.75,29.75,9.5,1.12,0.38,12.0,5.5,132.26,43.51,0.38,0.0,0.25,0.12,,,,,1130942,4.0,1.0,9.0,0.0,1.0,10.46,22.25,34.99,0.5,0.12,1.12
Bilal Nadir,659520.0,2025/2026,"Ligue 1, Champions League",24,682,0.0,0.48,-0.48,7.0,1.0,20.0,8.0,35.0,1.0,7.0,79.0,31.0,10.0,2.0,406.0,133.0,367.0,114.0,11.0,3.0,113.0,60.0,1239.9,662.6,2.0,0.0,6.0,2.0,,,,,0.0,0.06,39.41,21.63,90.45,84.46,38.41,11.0,11.01,,81305,27xvwccz8kpmqsefjv2b2sc0o,4.0,,,,,0.0,0.06,0.92,0.13,2.64,1.06,4.62,0.13,0.92,10.43,4.09,1.32,0.26,53.58,17.55,48.43,15.04,1.45,0.4,14.91,7.92,163.62,87.44,0.26,0.0,0.79,0.26,,,,,1129527,3.0,0.0,12.0,0.0,1.0,10.81,14.3,33.21,0.4,0.0,1.58
Elye Wahi,659542.0,2025/2026,"Bundesliga, Ligue 1",24,1246,5.0,4.49,0.51,30.0,18.0,7.0,2.0,20.0,1.0,1.0,75.0,23.0,48.0,12.0,220.0,90.0,162.0,58.0,14.0,0.0,78.0,54.0,873.3,560.3,9.0,2.0,4.0,2.0,,,,,16.16,0.15,30.62,24.1,72.06,63.02,37.16,11.21,10.23,,80696,c5hderjlkcoaze51e5wgvptk,0.0,,,,,0.36,0.32,2.17,1.3,0.51,0.14,1.44,0.07,0.07,5.42,1.66,3.47,0.87,15.89,6.5,11.7,4.19,1.01,0.0,5.63,3.9,63.08,40.47,0.65,0.14,0.29,0.14,,,,,979315,4.0,12.0,15.0,1.0,26.0,9.23,19.66,35.07,0.29,0.87,1.08
Matthis Abline,659543.0,2025/2026,Ligue 1,33,2519,6.0,7.95,-1.95,85.0,23.0,20.0,8.0,71.0,0.0,10.0,266.0,112.0,72.0,34.0,415.0,225.0,294.0,150.0,34.0,1.0,266.0,172.0,3775.1,2471.1,29.0,3.0,15.0,1.0,,,,,7.06,0.09,42.1,47.2,70.8,66.7,17.6,14.2,14.4,,81021,750ustvk4jfqmo8q4gnrcxy7z,6.0,,,,,0.21,0.28,3.04,0.82,0.71,0.29,2.54,0.0,0.36,9.5,4.0,2.57,1.21,14.83,8.04,10.5,5.36,1.21,0.04,9.5,6.15,134.88,88.29,1.04,0.11,0.54,0.04,,,,,999070,7.0,8.0,30.0,1.0,5.0,9.0,15.9,35.71,0.25,0.29,1.07
Piero Hincapié,659813.0,2025/2026,"Premier League, Bundesliga, Champions League",36,2576,1.0,1.29,-0.29,10.0,5.0,69.0,37.0,86.0,12.0,102.0,154.0,99.0,88.0,47.0,1191.0,307.0,1033.0,237.0,43.0,2.0,269.0,153.0,2712.0,1555.9,0.0,0.0,0.0,0.0,,,,,23.19,0.12,62.83,52.42,86.47,77.66,16.5,10.02,10.11,,78744,4dsgumo7d4zupm2ugsvm4zm4d,4.0,,,,,0.03,0.05,0.35,0.17,2.41,1.29,3.0,0.42,3.56,5.38,3.46,3.07,1.64,41.61,10.73,36.09,8.28,1.5,0.07,9.4,5.35,94.75,54.36,0.0,0.0,0.0,0.0,,,,,1002837,4.0,2.0,15.0,0.0,1.0,10.36,16.67,34.58,0.14,0.07,0.52
Orri Óskarsson,660438.0,2025/2026,La Liga,20,830,9.0,6.1,2.9,27.0,19.0,7.0,1.0,12.0,1.0,6.0,42.0,17.0,37.0,16.0,124.0,58.0,78.0,31.0,5.0,1.0,27.0,16.0,332.9,194.7,4.0,1.0,0.0,0.0,,,,,33.33,0.23,40.5,43.2,62.9,53.5,40.0,12.3,12.2,,79086,63f5h8t5e9qm1fqmvfkb23ghh,2.0,,,,,0.98,0.66,2.93,2.06,0.76,0.11,1.3,0.11,0.65,4.55,1.84,4.01,1.73,13.45,6.29,8.46,3.36,0.54,0.11,2.93,1.73,36.1,21.11,0.43,0.11,0.0,0.0,,,,,1026015,2.0,6.0,5.0,0.0,14.0,10.56,21.3,34.29,0.22,0.65,0.54
Orri Óskarsson,660438.0,2026/2027,La Liga,5,283,1.0,2.16,-1.16,9.0,4.0,0.0,0.0,4.0,2.0,1.0,18.0,5.0,16.0,8.0,54.0,23.0,34.0,12.0,2.0,0.0,16.0,8.0,149.1,75.6,3.0,0.0,0.0,0.0,,,,,11.11,0.24,27.8,50.0,63.0,52.2,0.0,9.3,9.4,,178948265300475,63f5h8t5e9qm1fqmvfkb23ghh,0.0,,,,,0.32,0.69,2.86,1.27,0.0,0.0,1.27,0.64,0.32,5.72,1.59,5.09,2.54,17.17,7.31,10.81,3.82,0.64,0.0,5.09,2.54,47.42,24.04,0.95,0.0,0.0,0.0,,,,,1026015,0.0,4.0,2.0,0.0,0.0,10.04,11.8,32.88,0.0,1.27,0.64
Fedde Leysen,660746.0,2026/2027,Serie A,4,286,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,4.0,13.0,13.0,6.0,12.0,9.0,138.0,7.0,126.0,6.0,0.0,0.0,20.0,4.0,157.1,-19.1,0.0,0.0,0.0,0.0,,,,,0.0,0.0,46.2,75.0,91.3,85.7,0.0,7.9,-4.8,,178948265501346,6tuibxq39fdryu8ou06wcm0q3,0.0,,,,,0.0,0.0,0.0,0.0,1.89,1.26,3.15,1.26,4.09,4.09,1.89,3.78,2.83,43.43,2.2,39.65,1.89,0.0,0.0,6.29,1.26,49.44,-6.01,0.0,0.0,0.0,0.0,,,,,1088899,0.0,0.0,1.0,0.0,0.0,6.14,2.2,30.93,0.0,0.0,0.31
Diego Coppola,660860.0,2025/2026,"Premier League, Ligue 1",18,1364,0.0,0.28,-0.28,5.0,3.0,14.0,7.0,50.0,12.0,119.0,39.0,18.0,71.0,38.0,743.0,106.0,643.0,70.0,0.0,0.0,150.0,60.0,1334.7,515.8,0.0,0.0,1.0,0.0,,,,,0.0,0.05,47.62,53.2,86.54,66.57,0.0,8.81,8.93,,78912,e5p0ehyguld7egzhiedpdnc3w,0.0,,,,,0.0,0.02,0.33,0.2,0.92,0.46,3.3,0.79,7.85,2.57,1.19,4.68,2.51,49.02,6.99,42.43,4.62,0.0,0.0,9.9,3.96,88.07,34.03,0.0,0.0,0.07,0.0,,,,,1050692,2.0,0.0,4.0,0.0,0.0,9.75,10.62,33.8,0.13,0.0,0.26
Diego Coppola,660860.0,2026/2027,Ligue 1,4,360,0.0,0.0,0.0,0.0,0.0,5.0,3.0,17.0,2.0,27.0,8.0,6.0,19.0,6.0,322.0,25.0,293.0,12.0,0.0,0.0,38.0,16.0,299.3,121.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,75.0,31.6,91.0,48.0,0.0,7.9,7.6,,178948265602248,8v00fx2zwhiwm05tqqkt122p5,0.0,,,,,0.0,0.0,0.0,0.0,1.25,0.75,4.25,0.5,6.75,2.0,1.5,4.75,1.5,80.5,6.25,73.25,3.0,0.0,0.0,9.5,4.0,74.82,30.25,0.0,0.0,0.0,0.0,,,,,1050692,0.0,0.0,1.0,0.0,0.0,9.4,5.5,31.65,0.0,0.0,0.25
Julio Enciso,660867.0,2025/2026,"Ligue 1, Conference League",37,2583,6.0,11.86,-5.86,85.0,32.0,25.0,12.0,91.0,1.0,13.0,272.0,123.0,49.0,18.0,823.0,314.0,679.0,232.0,36.0,4.0,388.0,230.0,4818.5,2900.8,26.0,1.0,17.0,4.0,,,,,6.95,0.14,44.18,36.69,82.28,73.73,35.03,12.4,12.67,,81027,71ajatxnuhc5cnm3xvgdky49w,7.0,,,,,0.21,0.41,2.96,1.11,0.87,0.42,3.17,0.03,0.45,9.48,4.29,1.71,0.63,28.68,10.94,23.66,8.08,1.25,0.14,13.52,8.01,167.89,101.07,0.91,0.03,0.59,0.14,,,,,973556,16.0,12.0,42.0,2.0,8.0,10.09,19.5,35.41,0.56,0.42,1.46
Julio Enciso,660867.0,2026/2027,Premier League,4,341,0.0,0.92,-0.92,14.0,3.0,2.0,3.0,19.0,0.0,2.0,43.0,17.0,2.0,1.0,104.0,42.0,90.0,34.0,1.0,0.0,55.0,32.0,699.4,414.5,8.0,0.0,2.0,2.0,,,,,0.0,0.07,39.5,50.0,86.5,81.0,0.0,12.7,13.0,,178948265300040,8b523ujgl21tbc01me65q0aoh,0.0,,,,,0.0,0.24,3.7,0.79,0.53,0.79,5.01,0.0,0.53,11.35,4.49,0.53,0.26,27.45,11.09,23.75,8.97,0.26,0.0,14.52,8.45,184.59,109.4,2.11,0.0,0.53,0.53,,,,,973556,2.0,1.0,5.0,0.0,2.0,10.66,15.0,34.17,0.53,0.26,1.32
