name,tm_id,season,league,apps,minutes,atk_goals,atk_xg,atk_goals_vs_xg,atk_shots,atk_shots_on_target,def_tackles,def_interceptions,def_possession_won,def_blocks,def_clearances,def_ground_duels_total,def_ground_duels_won,def_aerial_duels_total,def_aerial_duels_won,pass_total,pass_open_play_total,pass_final_third,pass_crosses,pass_long_total,pass_through_balls,carry_all_carries,carry_progressive,carry_distance_m,carry_prog_distance_m,carry_lead_to_shot,carry_lead_to_goal,carry_lead_to_chance,carry_lead_to_assist,gk_goals_conceded,gk_saves,gk_xgot_conceded,gk_goals_prevented,atk_conversion_pct,atk_xg_per_shot,def_ground_duels_pct,def_aerial_duels_pct,pass_accuracy_pct,pass_open_play_pct,pass_long_pct,carry_avg_distance_m,carry_prog_avg_distance_m,gk_save_pct,row_id,team_id,pass_long_successful,gk_goals_prevented_rate,norm_name,source,analyst_player_id,atk_goals_per90,atk_xg_per90,atk_shots_per90,atk_shots_on_target_per90,def_tackles_per90,def_interceptions_per90,def_possession_won_per90,def_blocks_per90,def_clearances_per90,def_ground_duels_total_per90,def_ground_duels_won_per90,def_aerial_duels_total_per90,def_aerial_duels_won_per90,pass_total_per90,pass_open_play_total_per90,pass_final_third_per90,pass_crosses_per90,pass_long_total_per90,pass_through_balls_per90,carry_all_carries_per90,carry_progressive_per90,carry_distance_m_per90,carry_prog_distance_m_per90,carry_lead_to_shot_per90,carry_lead_to_goal_per90,carry_lead_to_chance_per90,carry_lead_to_assist_per90,gk_goals_conceded_per90,gk_saves_per90,gk_xgot_conceded_per90,gk_goals_prevented_per90,sofascore_id,stat_bigChancesCreated,stat_bigChancesMissed,stat_keyPasses,stat_penaltiesTaken,stat_offsides,stat_km_per90,stat_sprints_per90,stat_topSpeed,stat_bigChancesCreated_per90,stat_bigChancesMissed_per90,stat_keyPasses_per90
Alejandro Grimaldo,193082.0,2025/2026,"Bundesliga, Champions League",41,3603,12.0,9.06,2.94,80.0,29.0,87.0,33.0,191.0,5.0,88.0,303.0,158.0,56.0,17.0,2519.0,826.0,2178.0,661.0,120.0,15.0,584.0,334.0,6400.9,3531.6,12.0,0.0,18.0,2.0,,,,,15.33,0.11,51.99,31.08,86.38,79.61,27.52,10.94,10.59,,80477,7ad69ngbpjuyzv96drf8d9sn2,24.0,,,,,0.3,0.23,2.0,0.72,2.17,0.82,4.77,0.12,2.2,7.57,3.95,1.4,0.42,62.92,20.63,54.4,16.51,3.0,0.37,14.59,8.34,159.89,88.22,0.3,0.0,0.45,0.05,,,,,177177,19.0,6.0,99.0,4.0,9.0,11.12,15.24,33.95,0.47,0.15,2.47
Alejandro Grimaldo,193082.0,2026/2027,La Liga,4,360,1.0,0.96,0.04,6.0,4.0,11.0,2.0,11.0,2.0,10.0,29.0,17.0,9.0,4.0,186.0,68.0,152.0,51.0,9.0,0.0,49.0,26.0,544.8,207.7,3.0,0.0,1.0,1.0,,,,,16.67,0.16,58.6,44.4,81.7,75.0,11.1,11.1,8.0,,178948265400501,4ku8o6uf87yd8iecdalipo6wd,1.0,,,,,0.25,0.24,1.5,1.0,2.75,0.5,2.75,0.5,2.5,7.25,4.25,2.25,1.0,46.5,17.0,38.0,12.75,2.25,0.0,12.25,6.5,136.2,51.92,0.75,0.0,0.25,0.25,,,,,177177,1.0,0.0,1.0,1.0,0.0,10.38,10.5,35.68,0.25,0.0,0.25
John McGinn,193116.0,2025/2026,"Premier League, Europa League",42,2872,10.0,4.52,5.48,40.0,19.0,38.0,15.0,124.0,6.0,20.0,268.0,124.0,37.0,15.0,991.0,398.0,814.0,292.0,62.0,7.0,280.0,134.0,3087.7,1352.7,5.0,2.0,16.0,3.0,,,,,23.79,0.11,46.28,45.75,82.15,73.1,23.68,11.05,10.1,,78495,b496gs285it6bheuikox6z9mj,13.0,,,,,0.31,0.14,1.25,0.6,1.19,0.47,3.89,0.19,0.63,8.4,3.89,1.16,0.47,31.06,12.47,25.51,9.15,1.94,0.22,8.77,4.2,96.76,42.39,0.16,0.06,0.5,0.09,,,,,250223,8.0,6.0,50.0,0.0,1.0,9.47,11.15,34.48,0.25,0.19,1.57
John McGinn,193116.0,2026/2027,"Premier League, Champions League",5,442,1.0,0.92,0.08,7.0,2.0,9.0,4.0,17.0,0.0,2.0,56.0,27.0,3.0,1.0,124.0,63.0,95.0,44.0,13.0,1.0,49.0,21.0,569.1,228.5,2.0,0.0,2.0,1.0,,,,,6.79,0.16,48.09,26.52,76.66,71.49,15.93,11.56,10.68,,178948265300051,b496gs285it6bheuikox6z9mj,2.0,,,,,0.2,0.19,1.43,0.41,1.83,0.81,3.46,0.0,0.41,11.4,5.5,0.61,0.2,25.25,12.83,19.34,8.96,2.65,0.2,9.98,4.28,115.88,46.53,0.41,0.0,0.41,0.2,,,,,250223,1.0,1.0,3.0,0.0,0.0,10.25,5.6,34.37,0.2,0.2,0.61
Marius Wolf,193900.0,2025/2026,Bundesliga,29,1013,1.0,1.1,-0.1,14.0,5.0,19.0,11.0,47.0,0.0,25.0,58.0,28.0,17.0,7.0,328.0,137.0,216.0,82.0,43.0,0.0,76.0,43.0,992.4,521.3,5.0,1.0,3.0,0.0,,,,,7.14,0.08,48.3,41.2,65.8,59.9,23.3,13.1,12.1,,80667,ex3psl8e3ajeypwjy4xfltpx6,10.0,,,,,0.09,0.1,1.24,0.44,1.69,0.98,4.18,0.0,2.22,5.15,2.49,1.51,0.62,29.14,12.17,19.19,7.29,3.82,0.0,6.75,3.82,88.17,46.31,0.44,0.09,0.27,0.0,,,,,254119,6.0,2.0,21.0,0.0,11.0,9.84,17.6,34.21,0.53,0.18,1.87
Paulo Gazzaniga,195488.0,2025/2026,La Liga,35,3103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,116.0,49.4,3.4,,,,,,,,,,71.2,79703,7h7eg7q7dbwvzww78h9d5eh0h,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,3.36,1.43,0.1,164343,0.0,0.0,0.0,0.0,0.0,2.48,0.2,34.49,0.0,0.0,0.0
Víctor García,195762.0,2025/2026,La Liga,21,1040,2.0,1.96,0.04,19.0,8.0,22.0,10.0,54.0,4.0,15.0,87.0,45.0,31.0,14.0,294.0,109.0,224.0,69.0,62.0,0.0,130.0,67.0,1500.7,750.3,4.0,0.0,7.0,1.0,,,,,10.53,0.1,51.7,45.2,76.2,63.3,22.6,11.5,11.2,,79188,4grc9qgcvusllap8h5j6gc5h5,14.0,,,,,0.17,0.17,1.64,0.69,1.9,0.87,4.67,0.35,1.3,7.53,3.89,2.68,1.21,25.44,9.43,19.38,5.97,5.37,0.0,11.25,5.8,129.87,64.93,0.35,0.0,0.61,0.09,,,,,193946,,,,,,,,,,,
Alexander Nübel,195778.0,2025/2026,"Bundesliga, Europa League",45,4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,135.0,69.9,8.9,,,,,,,,,,68.37,80970,3dwlvz6cl4lcavvrg0y2dycrt,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,3.0,1.55,0.2,584722,2.0,0.0,4.0,0.0,0.0,0.9,0.08,30.84,0.04,0.0,0.09
Luca Waldschmidt,196095.0,2025/2026,Bundesliga,24,666,5.0,5.54,-0.54,26.0,13.0,8.0,4.0,21.0,2.0,9.0,49.0,21.0,17.0,10.0,224.0,93.0,170.0,58.0,7.0,7.0,69.0,30.0,810.5,313.1,3.0,0.0,0.0,0.0,,,,,19.23,0.21,42.9,58.8,75.9,62.4,42.9,11.7,10.4,,80487,8q1ul09cygzswb7tb456bmifv,3.0,,,,,0.68,0.75,3.51,1.76,1.08,0.54,2.84,0.27,1.22,6.62,2.84,2.3,1.35,30.27,12.57,22.97,7.84,0.95,0.95,9.32,4.05,109.53,42.31,0.41,0.0,0.0,0.0,,,,,319861,5.0,4.0,13.0,2.0,2.0,12.72,19.9,33.53,0.68,0.54,1.76
Robert Glatzel,196139.0,2025/2026,Bundesliga,19,608,3.0,2.68,0.32,16.0,7.0,1.0,0.0,21.0,0.0,8.0,47.0,19.0,38.0,16.0,133.0,55.0,97.0,33.0,2.0,0.0,36.0,13.0,313.0,70.6,1.0,1.0,1.0,1.0,,,,,18.75,0.17,40.4,42.1,72.9,60.0,0.0,8.7,5.4,,80559,75xi6hloabmnjn2kzgj1g8h1s,0.0,,,,,0.44,0.4,2.37,1.04,0.15,0.0,3.11,0.0,1.18,6.96,2.81,5.62,2.37,19.69,8.14,14.36,4.88,0.3,0.0,5.33,1.92,46.33,10.45,0.15,0.15,0.15,0.15,,,,,168987,1.0,3.0,6.0,1.0,2.0,10.63,11.7,32.32,0.15,0.44,0.89
Jonathan Tah,196357.0,2025/2026,"Bundesliga, Champions League",42,3139,3.0,0.82,2.18,11.0,6.0,40.0,34.0,130.0,28.0,168.0,112.0,52.0,94.0,62.0,2705.0,363.0,2601.0,321.0,1.0,1.0,515.0,265.0,5048.6,2541.2,0.0,0.0,2.0,0.0,,,,,27.97,0.07,46.61,65.9,96.12,88.36,0.0,9.76,9.44,,80732,apoawtpvac4zqlancmvw4nk4o,0.0,,,,,0.09,0.02,0.32,0.17,1.15,0.97,3.73,0.8,4.82,3.21,1.49,2.7,1.78,77.56,10.41,74.57,9.2,0.03,0.03,14.77,7.6,144.75,72.86,0.0,0.0,0.06,0.0,,,,,227672,1.0,2.0,8.0,0.0,1.0,10.3,11.62,35.45,0.03,0.06,0.23
Michael Zetterer,196813.0,2025/2026,"Bundesliga, Champions League",27,2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,86.0,40.9,-3.1,,,,,,,,,,65.99,80990,c5hderjlkcoaze51e5wgvptk,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,3.19,1.52,-0.12,190161,0.0,0.0,0.0,0.0,0.0,1.84,0.08,28.12,0.0,0.0,0.0
Andreas Christensen,196948.0,2025/2026,La Liga,13,401,0.0,0.25,-0.25,4.0,2.0,5.0,2.0,21.0,3.0,19.0,19.0,8.0,18.0,14.0,361.0,49.0,345.0,46.0,0.0,0.0,71.0,42.0,701.7,417.9,0.0,0.0,0.0,0.0,,,,,0.0,0.06,42.1,77.8,95.6,93.9,0.0,9.9,9.9,,79436,agh9ifb2mw3ivjusgedj7c3fe,0.0,,,,,0.0,0.06,0.9,0.45,1.12,0.45,4.71,0.67,4.26,4.26,1.8,4.04,3.14,81.02,11.0,77.43,10.32,0.0,0.0,15.94,9.43,157.49,93.79,0.0,0.0,0.0,0.0,,,,,186795,0.0,1.0,1.0,0.0,0.0,10.0,18.0,35.21,0.0,0.22,0.22
Andreas Christensen,196948.0,2026/2027,"La Liga, Champions League",5,343,0.0,0.21,-0.21,1.0,0.0,3.0,6.0,15.0,2.0,16.0,11.0,4.0,12.0,8.0,344.0,33.0,337.0,31.0,0.0,0.0,70.0,39.0,689.9,381.0,0.0,0.0,0.0,0.0,,,,,0.0,0.15,36.4,49.2,97.99,97.24,0.0,9.87,9.73,,178948265400597,agh9ifb2mw3ivjusgedj7c3fe,0.0,,,,,0.0,0.06,0.26,0.0,0.79,1.57,3.94,0.52,4.2,2.89,1.05,3.15,2.1,90.26,8.66,88.43,8.13,0.0,0.0,18.37,10.23,181.02,99.97,0.0,0.0,0.0,0.0,,,,,186795,0.0,1.0,0.0,0.0,0.0,9.54,9.2,34.32,0.0,0.26,0.0
Federico Bernardeschi,197300.0,2025/2026,"Serie A, Europa League",42,1980,9.0,5.97,3.03,66.0,26.0,18.0,10.0,99.0,3.0,15.0,186.0,81.0,25.0,12.0,806.0,362.0,677.0,279.0,63.0,3.0,428.0,153.0,5306.2,757.6,33.0,2.0,18.0,1.0,,,,,13.48,0.09,43.61,47.68,83.38,76.78,30.42,12.42,4.89,,79829,ej5er0oyngdw138yuumwqbyqt,12.0,,,,,0.41,0.27,3.0,1.18,0.82,0.45,4.5,0.14,0.68,8.45,3.68,1.14,0.55,36.64,16.45,30.77,12.68,2.86,0.14,19.45,6.95,241.19,34.44,1.5,0.09,0.82,0.05,,,,,294597,8.0,0.0,47.0,3.0,5.0,10.05,21.3,35.03,0.36,0.0,2.14
Federico Bernardeschi,197300.0,2026/2027,Serie A,4,288,0.0,0.33,-0.33,8.0,4.0,2.0,1.0,10.0,0.0,2.0,21.0,9.0,2.0,2.0,123.0,40.0,110.0,33.0,14.0,1.0,48.0,14.0,648.0,13.1,3.0,0.0,1.0,0.0,,,,,0.0,0.04,42.9,100.0,89.4,82.5,35.7,13.5,0.9,,178948265501099,ej5er0oyngdw138yuumwqbyqt,5.0,,,,,0.0,0.1,2.5,1.25,0.62,0.31,3.12,0.0,0.62,6.56,2.81,0.62,0.62,38.44,12.5,34.38,10.31,4.38,0.31,15.0,4.38,202.5,4.09,0.94,0.0,0.31,0.0,,,,,294597,3.0,1.0,6.0,0.0,1.0,9.28,9.4,32.58,0.94,0.31,1.88
Roberto Gagliardini,197471.0,2025/2026,Serie A,29,2216,1.0,1.23,-0.23,15.0,3.0,73.0,54.0,130.0,13.0,70.0,192.0,111.0,93.0,58.0,1165.0,340.0,945.0,231.0,15.0,1.0,223.0,108.0,2229.7,1045.4,1.0,0.0,4.0,0.0,,,,,6.67,0.08,57.8,62.4,81.1,67.9,40.0,10.0,9.7,,79976,ap6blbxhq9elm62vw6tutzlwg,6.0,,,,,0.04,0.05,0.61,0.12,2.96,2.19,5.28,0.53,2.84,7.8,4.51,3.78,2.36,47.31,13.81,38.38,9.38,0.61,0.04,9.06,4.39,90.56,42.46,0.04,0.0,0.16,0.0,,,,,287057,0.0,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.04
Alberto Grassi,197473.0,2025/2026,Serie A,30,1754,0.0,1.1,-1.1,13.0,4.0,23.0,32.0,76.0,9.0,55.0,96.0,60.0,29.0,16.0,854.0,165.0,727.0,101.0,2.0,4.0,188.0,80.0,1844.2,736.6,0.0,0.0,1.0,0.0,,,,,0.0,0.08,62.5,55.2,85.1,61.2,0.0,9.8,9.2,,79987,af91jdcs6x0bqkmdb78rokod2,0.0,,,,,0.0,0.06,0.67,0.21,1.18,1.64,3.9,0.46,2.82,4.93,3.08,1.49,0.82,43.82,8.47,37.3,5.18,0.1,0.21,9.65,4.1,94.63,37.8,0.0,0.0,0.05,0.0,,,,,186845,1.0,2.0,7.0,0.0,1.0,,,,0.05,0.1,0.36
Alessio Romagnoli,197747.0,2025/2026,Serie A,32,2667,0.0,1.45,-1.45,9.0,4.0,23.0,32.0,102.0,20.0,134.0,63.0,36.0,106.0,65.0,2001.0,155.0,1866.0,118.0,2.0,0.0,330.0,142.0,3176.0,1391.6,0.0,0.0,1.0,0.0,,,,,0.0,0.16,57.1,61.3,93.3,76.1,0.0,9.6,9.8,,79947,btcy9nra9ak4m22ovr2ia6m5v,0.0,,,,,0.0,0.05,0.3,0.13,0.78,1.08,3.44,0.67,4.52,2.13,1.21,3.58,2.19,67.53,5.23,62.97,3.98,0.07,0.0,11.14,4.79,107.18,46.96,0.0,0.0,0.03,0.0,,,,,227864,0.0,4.0,9.0,0.0,2.0,,,,0.0,0.13,0.3
Jamie Vardy,197838.0,2025/2026,Serie A,29,2107,7.0,4.9,2.1,30.0,14.0,12.0,3.0,40.0,3.0,25.0,93.0,39.0,121.0,48.0,303.0,148.0,189.0,89.0,12.0,1.0,77.0,48.0,839.2,491.6,4.0,1.0,3.0,1.0,,,,,23.33,0.16,41.9,39.7,62.4,60.1,16.7,10.9,10.2,,79784,af91jdcs6x0bqkmdb78rokod2,2.0,,,,,0.3,0.21,1.28,0.6,0.51,0.13,1.71,0.13,1.07,3.97,1.67,5.17,2.05,12.94,6.32,8.07,3.8,0.51,0.04,3.29,2.05,35.85,21.0,0.17,0.04,0.13,0.04,,,,,173827,4.0,6.0,15.0,0.0,23.0,9.25,17.5,36.28,0.17,0.26,0.64
Ivan Provedel,197929.0,2025/2026,Serie A,27,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,90.0,32.9,5.9,,,,,,,,,,76.9,80406,btcy9nra9ak4m22ovr2ia6m5v,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.33,1.22,0.22,308182,1.0,0.0,3.0,0.0,0.0,,,,0.04,0.0,0.11
Federico Dimarco,198116.0,2025/2026,"Serie A, Champions League",44,3418,8.0,6.85,1.15,90.0,32.0,69.0,40.0,157.0,4.0,47.0,198.0,105.0,18.0,4.0,1846.0,750.0,1525.0,594.0,218.0,3.0,275.0,168.0,3058.8,1849.8,5.0,0.0,13.0,2.0,,,,,9.36,0.08,53.09,21.76,82.65,79.06,27.06,11.07,10.96,,79779,3vo5mpj7catp66nrwwqiuhuup,48.0,,,,,0.21,0.18,2.37,0.84,1.82,1.05,4.13,0.11,1.24,5.21,2.76,0.47,0.11,48.61,19.75,40.16,15.64,5.74,0.08,7.24,4.42,80.54,48.71,0.13,0.0,0.34,0.05,,,,,284361,23.0,4.0,69.0,0.0,9.0,10.71,17.3,32.44,0.61,0.11,1.82
Bryan Cristante,199248.0,2025/2026,"Serie A, Europa League",45,3650,2.0,2.92,-0.92,54.0,9.0,86.0,31.0,218.0,9.0,76.0,239.0,110.0,254.0,140.0,2474.0,795.0,2005.0,535.0,22.0,9.0,546.0,276.0,5591.3,2574.7,5.0,0.0,6.0,0.0,,,,,3.87,0.05,46.0,55.01,81.02,66.97,26.86,10.23,9.3,,79875,2tk2l9sgktwc9jhzqdd4mpdtb,6.0,,,,,0.05,0.07,1.33,0.22,2.12,0.76,5.38,0.22,1.87,5.89,2.71,6.26,3.45,61.0,19.6,49.44,13.19,0.54,0.22,13.46,6.81,137.87,63.49,0.12,0.0,0.15,0.0,,,,,186855,4.0,4.0,21.0,0.0,0.0,10.11,10.2,33.09,0.1,0.1,0.52
Bryan Cristante,199248.0,2026/2027,"Serie A, Champions League",5,424,1.0,0.41,0.59,7.0,2.0,11.0,5.0,24.0,0.0,7.0,30.0,14.0,20.0,12.0,391.0,119.0,343.0,92.0,3.0,0.0,120.0,73.0,1333.6,823.8,1.0,1.0,1.0,0.0,,,,,21.23,0.05,40.88,49.78,87.85,78.73,0.0,11.22,11.65,,178948265501082,2tk2l9sgktwc9jhzqdd4mpdtb,0.0,,,,,0.21,0.09,1.49,0.42,2.33,1.06,5.09,0.0,1.49,6.37,2.97,4.25,2.55,83.0,25.26,72.81,19.53,0.64,0.0,25.47,15.5,283.08,174.86,0.21,0.21,0.21,0.0,,,,,186855,0.0,0.0,1.0,0.0,1.0,10.75,3.5,28.7,0.0,0.0,0.21
Jacob Murphy,199527.0,2025/2026,"Premier League, Champions League",42,1987,4.0,3.96,0.04,52.0,16.0,23.0,7.0,65.0,5.0,23.0,154.0,65.0,23.0,8.0,616.0,298.0,453.0,204.0,135.0,5.0,242.0,130.0,2640.3,1374.0,22.0,3.0,3.0,0.0,,,,,7.67,0.07,41.97,34.61,73.5,68.55,18.75,10.91,10.47,,78488,7vn2i2kd35zuetw6b38gw9jsz,24.0,,,,,0.18,0.18,2.36,0.72,1.04,0.32,2.94,0.23,1.04,6.98,2.94,1.04,0.36,27.9,13.5,20.52,9.24,6.11,0.23,10.96,5.89,119.59,62.23,1.0,0.14,0.14,0.0,,,,,372336,14.0,4.0,31.0,0.0,6.0,10.83,25.83,34.63,0.63,0.18,1.4
Danilo Cataldi,199733.0,2025/2026,Serie A,27,1992,3.0,2.99,0.01,26.0,7.0,34.0,21.0,106.0,9.0,45.0,95.0,50.0,22.0,14.0,1098.0,252.0,935.0,172.0,10.0,4.0,196.0,63.0,1726.6,388.0,0.0,0.0,2.0,1.0,,,,,11.54,0.11,52.6,63.6,85.2,68.3,10.0,8.8,6.2,,79830,btcy9nra9ak4m22ovr2ia6m5v,1.0,,,,,0.14,0.14,1.17,0.32,1.54,0.95,4.79,0.41,2.03,4.29,2.26,0.99,0.63,49.61,11.39,42.24,7.77,0.45,0.18,8.86,2.85,78.01,17.53,0.0,0.0,0.09,0.05,,,,,317301,0.0,0.0,16.0,0.0,0.0,,,,0.0,0.0,0.72
Caleb Ekuban,199953.0,2025/2026,Serie A,31,975,4.0,3.69,0.31,29.0,10.0,4.0,5.0,36.0,1.0,5.0,88.0,41.0,52.0,23.0,153.0,75.0,105.0,43.0,6.0,0.0,62.0,30.0,651.1,244.8,6.0,0.0,4.0,1.0,,,,,13.79,0.13,46.6,44.2,68.6,57.3,16.7,10.5,8.2,,79809,4kumqzwifv478caxed8zywlh3,1.0,,,,,0.37,0.34,2.68,0.92,0.37,0.46,3.32,0.09,0.46,8.12,3.78,4.8,2.12,14.12,6.92,9.69,3.97,0.55,0.0,5.72,2.77,60.1,22.6,0.55,0.0,0.37,0.09,,,,,309156,1.0,5.0,8.0,0.0,5.0,,,,0.09,0.46,0.74
Marco Sportiello,199976.0,2025/2026,"Serie A, Champions League",3,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,3.0,-3.0,,,,,,,,,,61.33,80432,e75syeuawg3ql8nwpi3vr2btz,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,1.0,-1.0,176301,0.0,0.0,0.0,0.0,0.0,4.77,0.0,21.67,0.0,0.0,0.0
Benjamin Henrichs,202591.0,2025/2026,Bundesliga,17,299,1.0,0.22,0.78,4.0,2.0,7.0,5.0,12.0,1.0,10.0,25.0,9.0,6.0,2.0,176.0,53.0,143.0,34.0,0.0,0.0,34.0,19.0,422.2,238.7,2.0,0.0,1.0,0.0,,,,,25.0,0.06,36.0,33.3,81.3,64.2,0.0,12.4,12.6,,80803,9gefq4dz9b2hl8rqrxwrlrzmp,0.0,,,,,0.3,0.07,1.2,0.6,2.11,1.51,3.61,0.3,3.01,7.53,2.71,1.81,0.6,52.98,15.95,43.04,10.23,0.0,0.0,10.23,5.72,127.08,71.85,0.6,0.0,0.3,0.0,,,,,319857,0.0,0.0,3.0,0.0,0.0,10.2,14.1,32.78,0.0,0.0,0.9
Pedro Bigas,203043.0,2025/2026,La Liga,28,2068,1.0,0.67,0.33,10.0,3.0,36.0,29.0,76.0,18.0,107.0,109.0,58.0,73.0,50.0,1502.0,324.0,1333.0,250.0,26.0,1.0,313.0,168.0,3377.0,1443.4,2.0,1.0,2.0,1.0,,,,,10.0,0.07,53.2,68.5,88.8,77.2,30.8,10.8,8.6,,79330,4yg9ttzw0m51048doksv8uq5r,8.0,,,,,0.04,0.03,0.44,0.13,1.57,1.26,3.31,0.78,4.66,4.74,2.52,3.18,2.18,65.37,14.1,58.01,10.88,1.13,0.04,13.62,7.31,146.97,62.82,0.09,0.04,0.09,0.04,,,,,141832,4.0,1.0,15.0,0.0,0.0,9.83,14.4,34.28,0.17,0.04,0.65
Haris Tabakovic,203123.0,2025/2026,Bundesliga,32,2394,13.0,13.0,0.0,67.0,27.0,10.0,0.0,43.0,5.0,60.0,123.0,33.0,210.0,105.0,485.0,165.0,328.0,91.0,2.0,4.0,75.0,25.0,652.5,152.7,6.0,0.0,4.0,1.0,,,,,19.4,0.19,26.8,50.0,67.6,55.1,0.0,8.7,6.1,,80452,go76xxm0xyfgqt1h6tcrtimm,0.0,,,,,0.49,0.49,2.52,1.02,0.38,0.0,1.62,0.19,2.26,4.62,1.24,7.89,3.95,18.23,6.2,12.33,3.42,0.08,0.15,2.82,0.94,24.53,5.74,0.23,0.0,0.15,0.04,,,,,259803,1.0,10.0,16.0,2.0,28.0,10.37,17.9,34.63,0.04,0.38,0.6
Chancel Mbemba,203348.0,2025/2026,"Ligue 1, Europa League",21,1658,0.0,0.96,-0.96,11.0,6.0,27.0,25.0,70.0,8.0,113.0,66.0,42.0,61.0,42.0,1114.0,119.0,1012.0,78.0,3.0,0.0,298.0,148.0,2890.5,1519.5,2.0,0.0,2.0,1.0,,,,,0.0,0.09,65.15,69.4,90.78,64.86,0.0,9.74,10.23,,81296,be2k34rut1lz79jxenabttqlc,0.0,,,,,0.0,0.05,0.6,0.33,1.47,1.36,3.8,0.43,6.13,3.58,2.28,3.31,2.28,60.47,6.46,54.93,4.23,0.16,0.0,16.18,8.03,156.9,82.48,0.11,0.0,0.11,0.05,,,,,238612,1.0,2.0,8.0,0.0,0.0,3.95,5.73,32.68,0.05,0.11,0.43
Jack Grealish,203460.0,2025/2026,Premier League,20,1631,2.0,2.15,-0.15,26.0,8.0,21.0,12.0,87.0,6.0,11.0,187.0,102.0,23.0,4.0,573.0,298.0,482.0,238.0,39.0,6.0,326.0,178.0,3927.6,1737.8,10.0,1.0,14.0,3.0,,,,,7.69,0.08,54.5,17.4,84.1,79.9,25.6,12.0,9.8,,78548,ehd2iemqmschhj2ec0vayztzz,10.0,,,,,0.11,0.12,1.43,0.44,1.16,0.66,4.8,0.33,0.61,10.32,5.63,1.27,0.22,31.62,16.44,26.6,13.13,2.15,0.33,17.99,9.82,216.73,95.89,0.55,0.06,0.77,0.17,,,,,189061,5.0,4.0,40.0,0.0,0.0,9.1,11.2,34.86,0.28,0.22,2.21
Ruben Aguilar,203746.0,2025/2026,Ligue 1,26,1730,2.0,0.92,1.08,13.0,3.0,38.0,28.0,83.0,11.0,31.0,106.0,57.0,26.0,16.0,864.0,317.0,729.0,244.0,87.0,1.0,196.0,125.0,2020.8,1244.1,5.0,0.0,5.0,1.0,,,,,15.38,0.07,53.8,61.5,84.4,77.0,19.5,10.3,10.0,,81237,3xedluek08t2ka7oypwuullcn,17.0,,,,,0.1,0.05,0.68,0.16,1.98,1.46,4.32,0.57,1.61,5.51,2.97,1.35,0.83,44.95,16.49,37.92,12.69,4.53,0.05,10.2,6.5,105.13,64.72,0.26,0.0,0.26,0.05,,,,,579576,8.0,0.0,26.0,0.0,5.0,10.23,26.6,33.12,0.42,0.0,1.35
Oleksandr Zinchenko,203853.0,2025/2026,"Premier League, Europa League",8,577,0.0,0.36,-0.36,8.0,3.0,13.0,3.0,27.0,1.0,11.0,35.0,16.0,14.0,6.0,365.0,138.0,326.0,118.0,19.0,2.0,88.0,47.0,870.5,467.3,3.0,0.0,1.0,0.0,,,,,0.0,0.04,44.72,43.88,88.97,85.38,4.1,9.68,9.54,,78813,1qtaiy11gswx327s0vkibf70n,1.0,,,,,0.0,0.06,1.25,0.47,2.03,0.47,4.21,0.16,1.72,5.46,2.5,2.18,0.94,56.93,21.53,50.85,18.41,2.96,0.31,13.73,7.33,135.78,72.89,0.47,0.0,0.16,0.0,,,,,287643,2.0,1.0,9.0,0.0,1.0,9.99,13.06,33.3,0.31,0.16,1.4
Branco van den Boomen,203938.0,2025/2026,Ligue 1,15,1242,0.0,1.15,-1.15,13.0,5.0,27.0,7.0,65.0,4.0,18.0,85.0,40.0,17.0,7.0,788.0,210.0,702.0,177.0,19.0,2.0,181.0,92.0,1720.2,825.4,2.0,0.0,5.0,0.0,,,,,0.0,0.09,47.1,41.2,89.1,84.3,21.1,9.5,9.0,,81198,75qj99fhg5c0ztj2tva5u4uii,4.0,,,,,0.0,0.08,0.94,0.36,1.96,0.51,4.71,0.29,1.3,6.16,2.9,1.23,0.51,57.1,15.22,50.87,12.83,1.38,0.14,13.12,6.67,124.65,59.81,0.14,0.0,0.36,0.0,,,,,190883,3.0,1.0,28.0,1.0,0.0,11.06,7.1,31.03,0.22,0.07,2.03
