name,team,league,position,apps,minutes,us_goals,us_npg,us_assists,us_shots,us_key_passes,us_yellow_cards,us_red_cards,us_xg,us_npxg,us_xa,us_xg_chain,us_xg_buildup,xg90,npxg90,xa90,xg90_xa90,npxg90_xa90,xgchain90,xgbuildup90,season,row_id,norm_name,source
Denzel Dumfries,Inter,Serie A,D S,20,1332,3,3,1,23,13,2,0,3.6545,3.6545,1.4059,8.6096,4.1475,0.2469,0.2469,0.095,0.3419,0.3419,0.5817,0.2802,2025/2026,8231,,
Andrea Cambiaso,Juventus,Serie A,D M S,36,2846,3,3,4,26,56,3,1,2.895,2.895,6.8481,19.0103,13.3885,0.0915,0.0915,0.2166,0.3081,0.3081,0.6012,0.4234,2025/2026,8232,,
Jonathan Rowe,Bologna,Serie A,F M S,28,1612,3,3,2,48,21,2,0,4.9771,4.9771,2.6997,8.2326,1.3821,0.2779,0.2779,0.1507,0.4286,0.4286,0.4596,0.0772,2025/2026,8233,,
Evan Ferguson,Roma,Serie A,F S,16,777,3,3,2,26,15,1,0,3.4808,3.4808,1.6863,5.405,1.0332,0.4032,0.4032,0.1953,0.5985,0.5985,0.6261,0.1197,2025/2026,8234,,
Charles De Ketelaere,Atalanta,Serie A,F M S,31,2206,3,3,5,46,64,4,0,4.546,4.546,10.6526,19.829,7.5812,0.1855,0.1855,0.4346,0.6201,0.6201,0.809,0.3093,2025/2026,8235,,
Adam Buksa,Udinese,Serie A,F S,25,886,3,3,0,12,11,3,0,2.7839,2.7839,0.9993,3.9164,0.5736,0.2828,0.2828,0.1015,0.3843,0.3843,0.3978,0.0583,2025/2026,8236,,
M\u00e1ximo Perrone,Como,Serie A,M S,36,2758,3,3,4,18,32,8,0,2.4864,2.4864,2.5357,16.4928,12.2413,0.0811,0.0811,0.0827,0.1638,0.1638,0.5382,0.3995,2025/2026,8237,,
Artem Dovbyk,Roma,Serie A,F S,14,364,3,3,1,12,11,0,0,3.0978,3.0978,1.2936,3.8167,0.7824,0.7659,0.7659,0.3198,1.0857,1.0857,0.9437,0.1935,2025/2026,8238,,
Cher Ndour,Fiorentina,Serie A,M S,33,1875,3,3,0,24,7,2,0,2.613,2.613,0.3478,6.2874,4.3338,0.1254,0.1254,0.0167,0.1421,0.1421,0.3018,0.208,2025/2026,8239,,
Thomas Thiesson Kristensen,Udinese,Serie A,D,28,2482,3,3,0,11,3,4,0,1.8785,1.8785,0.2244,4.5114,4.0951,0.0681,0.0681,0.0081,0.0762,0.0762,0.1636,0.1485,2025/2026,8240,,
Jeff Ekhator,Genoa,Serie A,F M S,30,930,3,3,0,20,10,3,0,3.1878,3.1878,0.8694,4.8473,1.2906,0.3085,0.3085,0.0841,0.3926,0.3926,0.4691,0.1249,2025/2026,8241,,
David Neres,Napoli,Serie A,F M S,16,932,3,3,3,17,19,3,0,1.4846,1.4846,3.7861,7.3524,3.568,0.1434,0.1434,0.3656,0.509,0.509,0.71,0.3445,2025/2026,8242,,
Francisco Concei\u00e7\u00e3o,Juventus,Serie A,D F M S,31,2124,3,3,5,73,42,3,0,8.4878,8.4878,4.1634,18.7402,9.53,0.3597,0.3597,0.1764,0.5361,0.5361,0.7941,0.4038,2025/2026,8243,,
Giovane,"Napoli,Verona",Serie A,F M S,33,1873,3,3,5,56,32,2,0,4.2693,4.2693,4.3574,8.811,2.3908,0.2051,0.2051,0.2094,0.4145,0.4145,0.4234,0.1149,2025/2026,8244,,
Jayden Addai,Como,Serie A,M S,12,688,3,3,0,13,7,4,0,1.5145,1.5145,1.0215,3.7352,1.3606,0.1981,0.1981,0.1336,0.3317,0.3317,0.4886,0.178,2025/2026,8245,,
Kenneth Taylor,Lazio,Serie A,M,17,1418,3,3,2,16,13,5,0,2.0894,2.0894,1.0836,4.5469,2.6423,0.1326,0.1326,0.0688,0.2014,0.2014,0.2886,0.1677,2025/2026,8246,,
Suat Serdar,Verona,Serie A,M S,20,1102,2,2,0,19,12,3,0,2.6708,2.6708,1.4056,4.5753,1.8017,0.2181,0.2181,0.1148,0.3329,0.3329,0.3737,0.1471,2025/2026,8247,,
Alberto Moreno,Como,Serie A,D S,19,1240,2,2,1,11,15,4,0,1.5935,1.5935,1.9241,6.8357,4.8813,0.1157,0.1157,0.1397,0.2554,0.2554,0.4961,0.3543,2025/2026,8248,,
Bryan Cristante,Roma,Serie A,M S,37,3116,2,2,1,43,27,6,0,2.3478,2.3478,2.2819,12.8968,10.9561,0.0678,0.0678,0.0659,0.1337,0.1337,0.3725,0.3164,2025/2026,8249,,
Andrea Belotti,Cagliari,Serie A,F S,8,212,2,1,0,6,1,0,0,2.3106,1.5493,0.0408,1.0163,0.2606,0.9809,0.6577,0.0173,0.9982,0.675,0.4314,0.1106,2025/2026,8250,,
Paulo Dybala,Roma,Serie A,F M S,22,1360,2,2,6,43,55,1,0,6.2851,5.5238,6.3634,11.4163,3.3808,0.4159,0.3655,0.4211,0.837,0.7866,0.7555,0.2237,2025/2026,8251,,
Matteo Politano,Napoli,Serie A,D F M S,34,2249,2,2,6,49,37,4,0,3.1338,3.1338,5.6042,12.9773,8.2069,0.1254,0.1254,0.2243,0.3497,0.3497,0.5193,0.3284,2025/2026,8252,,
Luca Mazzitelli,Cagliari,Serie A,M S,18,753,2,2,2,15,5,3,0,0.7085,0.7085,1.0692,3.0937,2.353,0.0847,0.0847,0.1278,0.2125,0.2125,0.3698,0.2812,2025/2026,8253,,
Luka Modric,AC Milan,Serie A,M S,34,2827,2,2,3,20,50,4,0,1.2469,1.2469,4.0259,15.2372,13.8984,0.0397,0.0397,0.1282,0.1679,0.1679,0.4851,0.4425,2025/2026,8254,,
Ademola Lookman,Atalanta,Serie A,F M S,12,803,2,2,0,27,17,0,0,3.853,3.853,2.2811,6.1212,1.5856,0.4318,0.4318,0.2557,0.6875,0.6875,0.6861,0.1777,2025/2026,8255,,
Matteo Guendouzi,Lazio,Serie A,M,16,1434,2,2,1,16,15,5,0,1.223,1.223,1.0217,5.6859,4.696,0.0768,0.0768,0.0641,0.1409,0.1409,0.3569,0.2947,2025/2026,8256,,
Guillermo Marip\u00e1n,Torino,Serie A,D S,27,2151,2,2,0,18,8,4,0,2.4348,2.4348,0.3448,5.1108,4.6685,0.1019,0.1019,0.0144,0.1163,0.1163,0.2138,0.1953,2025/2026,8257,,
Antonio Caracciolo,Pisa,Serie A,D S,35,3077,2,2,0,25,2,10,0,2.3649,2.3649,0.1619,4.6226,3.8652,0.0692,0.0692,0.0047,0.0739,0.0739,0.1352,0.1131,2025/2026,8258,,
Mehdi Leris,Pisa,Serie A,D M S,34,1910,2,2,3,25,28,2,0,1.9731,1.9731,2.4454,5.0558,1.889,0.093,0.093,0.1152,0.2082,0.2082,0.2382,0.089,2025/2026,8259,,
Manuel Akanji,Inter,Serie A,D S,33,2814,2,2,0,23,7,4,0,2.2995,2.2995,0.326,16.7833,16.2733,0.0735,0.0735,0.0104,0.0839,0.0839,0.5368,0.5205,2025/2026,8260,,
Yerry Mina,Cagliari,Serie A,D,26,2162,2,2,0,10,8,3,1,1.761,1.761,0.4278,4.6318,4.5948,0.0733,0.0733,0.0178,0.0911,0.0911,0.1928,0.1913,2025/2026,8261,,
Enrico Del Prato,Parma Calcio 1913,Serie A,D S,35,2958,2,2,0,18,8,5,0,2.2564,2.2564,0.7835,4.6741,3.122,0.0687,0.0687,0.0238,0.0925,0.0925,0.1422,0.095,2025/2026,8262,,
Toma Basic,Lazio,Serie A,M,23,1764,2,2,3,30,22,0,1,1.305,1.305,2.4126,6.4265,4.7051,0.0666,0.0666,0.1231,0.1897,0.1897,0.3279,0.2401,2025/2026,8263,,
Youssouf Fofana,AC Milan,Serie A,M S,33,2231,2,2,3,44,36,4,0,4.5851,4.5851,3.6384,13.3589,6.3727,0.185,0.185,0.1468,0.3318,0.3318,0.5389,0.2571,2025/2026,8264,,
Giovanni Di Lorenzo,Napoli,Serie A,D,26,2278,2,2,1,25,16,1,0,1.9506,1.9506,2.9962,13.2506,9.182,0.0771,0.0771,0.1184,0.1955,0.1955,0.5235,0.3628,2025/2026,8265,,
Marco Brescianini,"Atalanta,Fiorentina",Serie A,M S,26,1018,2,2,1,13,10,2,0,2.351,2.351,1.2418,4.8565,2.4573,0.2078,0.2078,0.1098,0.3176,0.3176,0.4294,0.2172,2025/2026,8266,,
Maxence Caqueret,Como,Serie A,M S,30,1493,2,2,6,18,26,3,0,1.7355,1.7355,2.78,10.6714,7.4382,0.1046,0.1046,0.1676,0.2722,0.2722,0.6433,0.4484,2025/2026,8267,,
Nicolo Fagioli,Fiorentina,Serie A,M S,33,2588,2,2,3,33,64,5,0,1.9044,1.9044,5.2244,15.3266,11.0831,0.0662,0.0662,0.1817,0.2479,0.2479,0.533,0.3854,2025/2026,8268,,
Kouadio Kone,Roma,Serie A,M S,29,2468,2,2,3,21,25,2,0,1.9377,1.9377,3.4995,14.5203,10.8695,0.0707,0.0707,0.1276,0.1983,0.1983,0.5295,0.3964,2025/2026,8269,,
Gianluca Gaetano,Cagliari,Serie A,F M S,33,1920,2,2,4,34,27,4,0,1.9962,1.9962,2.2149,7.687,5.6466,0.0936,0.0936,0.1038,0.1974,0.1974,0.3603,0.2647,2025/2026,8270,,
Kingsley Ehizibue,Udinese,Serie A,D M S,32,1810,2,2,0,9,8,5,0,1.4331,1.4331,0.693,4.861,2.8225,0.0713,0.0713,0.0345,0.1058,0.1058,0.2417,0.1403,2025/2026,8271,,
Amir Rrahmani,Napoli,Serie A,D,21,1809,2,2,1,15,7,2,0,1.3543,1.3543,0.2368,9.0675,8.7417,0.0674,0.0674,0.0118,0.0792,0.0792,0.4511,0.4349,2025/2026,8272,,
Gabriel Strefezza,Parma Calcio 1913,Serie A,F S,14,1026,2,2,2,24,13,3,0,1.0563,1.0563,1.0694,2.9535,2.1149,0.0927,0.0927,0.0938,0.1865,0.1865,0.2591,0.1855,2025/2026,8273,,
Daniel Maldini,"Atalanta,Lazio",Serie A,F M S,21,944,2,2,1,23,11,1,0,2.8131,2.8131,1.1871,4.7051,1.746,0.2682,0.2682,0.1132,0.3814,0.3814,0.4486,0.1665,2025/2026,8274,,
Lazar Samardzic,Atalanta,Serie A,M S,26,1005,2,2,1,25,28,1,0,2.7764,2.7764,2.3769,8.5507,4.5451,0.2486,0.2486,0.2129,0.4615,0.4615,0.7657,0.407,2025/2026,8275,,
Filippo Terracciano,Cremonese,Serie A,D S,36,3023,2,2,0,14,11,6,0,2.3331,2.3331,0.6407,4.2043,3.7367,0.0695,0.0695,0.0191,0.0886,0.0886,0.1252,0.1112,2025/2026,8276,,
Mergim Vojvoda,Como,Serie A,D F M S,30,1602,2,2,2,18,29,1,0,1.4711,1.4711,3.0943,7.9195,4.8267,0.0826,0.0826,0.1738,0.2564,0.2564,0.4449,0.2712,2025/2026,8277,,
Matteo Tramoni,Pisa,Serie A,F M S,27,1630,2,1,2,28,28,3,0,3.2133,2.452,2.8845,7.1105,3.0287,0.1774,0.1354,0.1593,0.3367,0.2947,0.3926,0.1672,2025/2026,8278,,
Nicola Zalewski,Atalanta,Serie A,D M S,33,1917,2,2,4,38,36,3,0,3.1388,3.1388,5.1435,10.349,5.9626,0.1474,0.1474,0.2415,0.3889,0.3889,0.4859,0.2799,2025/2026,8279,,
Kamaldeen Sulemana,Atalanta,Serie A,M S,25,993,2,2,1,25,13,4,0,2.4879,2.4879,2.2797,7.9078,3.8877,0.2255,0.2255,0.2066,0.4321,0.4321,0.7167,0.3524,2025/2026,8280,,
David Okereke,Cremonese,Serie A,F S,10,397,2,2,0,8,3,0,0,0.6929,0.6929,0.4212,1.0993,0.5559,0.1571,0.1571,0.0955,0.2526,0.2526,0.2492,0.126,2025/2026,8281,,
Cristian Volpato,Sassuolo,Serie A,F M S,24,1060,2,2,4,21,23,4,0,1.749,1.749,2.8961,6.1812,2.2634,0.1485,0.1485,0.2459,0.3944,0.3944,0.5248,0.1922,2025/2026,8282,,
\u00c9derson,Atalanta,Serie A,M S,30,2253,2,1,1,35,25,3,0,5.5464,4.7851,2.2104,16.2554,12.2443,0.2216,0.1911,0.0883,0.3099,0.2794,0.6494,0.4891,2025/2026,8283,,
Manor Solomon,Fiorentina,Serie A,F M S,16,872,2,2,1,11,25,1,0,1.0109,1.0109,2.4122,5.0404,3.1634,0.1043,0.1043,0.249,0.3533,0.3533,0.5202,0.3265,2025/2026,8284,,
Thijs Dallinga,Bologna,Serie A,F S,23,785,2,2,2,24,10,2,0,3.8861,3.8861,0.7199,5.5513,1.0567,0.4455,0.4455,0.0825,0.528,0.528,0.6365,0.1212,2025/2026,8285,,
Federico Baschirotto,Cremonese,Serie A,D,29,2540,2,2,0,12,2,2,0,1.1396,1.1396,0.0707,1.8369,1.7067,0.0404,0.0404,0.0025,0.0429,0.0429,0.0651,0.0605,2025/2026,8286,,
Medon Berisha,Lecce,Serie A,M S,13,893,2,2,3,24,20,0,0,1.3144,1.3144,2.8892,3.1227,1.6004,0.1325,0.1325,0.2912,0.4237,0.4237,0.3147,0.1613,2025/2026,8287,,
Valent\u00edn Castellanos,Lazio,Serie A,F S,11,697,2,2,3,20,8,2,0,2.0615,2.0615,2.2246,3.8236,0.3274,0.2662,0.2662,0.2873,0.5535,0.5535,0.4937,0.0423,2025/2026,8288,,
Federico Gatti,Juventus,Serie A,D S,21,1081,2,2,0,14,3,3,0,1.9631,1.9631,0.2072,2.4201,2.0658,0.1634,0.1634,0.0173,0.1807,0.1807,0.2015,0.172,2025/2026,8289,,
Juan Cabal,Juventus,Serie A,D S,12,262,2,2,0,5,2,1,0,1.0797,1.0797,0.6363,1.5074,1.1933,0.3709,0.3709,0.2186,0.5895,0.5895,0.5178,0.4099,2025/2026,8290,,
Niccol\u00f2 Pisilli,Roma,Serie A,M S,25,1263,2,2,4,19,12,3,0,2.2729,2.2729,2.2182,6.5563,4.0264,0.162,0.162,0.1581,0.3201,0.3201,0.4672,0.2869,2025/2026,8291,,
Michael Folorunsho,Cagliari,Serie A,D F M S,27,2032,2,2,0,36,14,3,0,2.9471,2.9471,0.944,5.2544,2.6885,0.1305,0.1305,0.0418,0.1723,0.1723,0.2327,0.1191,2025/2026,8292,,
Sam Beukema,Napoli,Serie A,D S,24,1675,2,2,0,8,6,2,0,1.7312,1.7312,0.3936,5.4121,5.1302,0.093,0.093,0.0211,0.1141,0.1141,0.2908,0.2757,2025/2026,8293,,
Giovanni Fabbian,"Bologna,Fiorentina",Serie A,M S,29,1160,2,2,0,22,9,2,0,2.6654,2.6654,1.653,5.0444,1.9828,0.2068,0.2068,0.1283,0.3351,0.3351,0.3914,0.1538,2025/2026,8294,,
Davide Bartesaghi,AC Milan,Serie A,D M S,31,2447,2,2,0,22,44,3,0,1.3741,1.3741,3.9136,9.8075,7.9791,0.0505,0.0505,0.1439,0.1944,0.1944,0.3607,0.2935,2025/2026,8295,,
Assane Diao,Como,Serie A,M S,17,1098,2,2,1,31,9,2,0,3.1756,3.1756,1.6824,6.4364,1.8002,0.2603,0.2603,0.1379,0.3982,0.3982,0.5276,0.1476,2025/2026,8296,,
Jacobo Ram\u00f3n,Como,Serie A,D S,32,2744,2,2,0,39,11,11,1,5.4724,5.4724,1.0275,11.1471,10.4251,0.1795,0.1795,0.0337,0.2132,0.2132,0.3656,0.3419,2025/2026,8297,,
Martin Frese,Verona,Serie A,D S,31,2429,2,2,0,21,30,8,0,1.3631,1.3631,2.7661,4.5354,1.6753,0.0505,0.0505,0.1025,0.153,0.153,0.168,0.0621,2025/2026,8298,,
Mattia Felici,Cagliari,Serie A,D M S,12,397,2,2,1,9,8,3,0,1.3367,1.3367,0.7565,2.2656,0.6047,0.303,0.303,0.1715,0.4745,0.4745,0.5136,0.1371,2025/2026,8299,,
Henrik Meister,Pisa,Serie A,F S,28,1494,2,2,0,20,5,2,0,5.3185,5.3185,0.6497,7.3263,1.3786,0.3204,0.3204,0.0391,0.3595,0.3595,0.4413,0.083,2025/2026,8300,,
Alieu Fadera,Sassuolo,Serie A,F S,28,959,2,2,1,13,7,5,0,2.362,2.362,0.8788,4.0414,1.7655,0.2217,0.2217,0.0825,0.3042,0.3042,0.3793,0.1657,2025/2026,8301,,
Jes\u00fas Rodriguez,Como,Serie A,F M S,31,1728,2,2,9,45,36,3,1,3.9215,3.9215,6.9713,13.897,4.4757,0.2042,0.2042,0.3631,0.5673,0.5673,0.7238,0.2331,2025/2026,8302,,
Brooke Norton-Cuffy,Genoa,Serie A,D M S,27,2221,2,2,1,15,21,3,1,2.007,2.007,1.8841,7.1482,3.553,0.0813,0.0813,0.0763,0.1576,0.1576,0.2897,0.144,2025/2026,8303,,
Tiago Gabriel,Lecce,Serie A,D S,37,3223,2,2,0,20,2,7,0,3.9837,3.9837,0.0281,2.5175,2.4254,0.1112,0.1112,0.0008,0.112,0.112,0.0703,0.0677,2025/2026,8304,,
Konan N\u2019Dri,Lecce,Serie A,M S,27,474,2,2,0,19,4,3,0,0.7121,0.7121,0.7715,1.867,0.8636,0.1352,0.1352,0.1465,0.2817,0.2817,0.3545,0.164,2025/2026,8305,,
Tarik Muharemovic,Sassuolo,Serie A,D,32,2837,2,2,2,20,6,7,0,2.8341,2.8341,0.9277,6.2798,6.157,0.0899,0.0899,0.0294,0.1193,0.1193,0.1992,0.1953,2025/2026,8306,,
Zachary Athekame,AC Milan,Serie A,D S,27,804,2,2,2,13,12,3,0,0.3818,0.3818,1.5629,4.8328,3.5311,0.0427,0.0427,0.175,0.2177,0.2177,0.541,0.3953,2025/2026,8307,,
Riyad Idrissi,Cagliari,Serie A,D S,23,737,2,2,0,6,6,3,0,0.789,0.789,0.2484,3.7341,3.2927,0.0964,0.0964,0.0303,0.1267,0.1267,0.456,0.4021,2025/2026,8308,,
Rafik Belghali,Verona,Serie A,D M S,26,1935,2,2,0,21,28,6,0,2.6008,2.6008,2.21,6.7007,2.8434,0.121,0.121,0.1028,0.2238,0.2238,0.3117,0.1323,2025/2026,8309,,
Petar Sucic,Inter,Serie A,M S,34,1763,2,2,2,22,29,5,0,2.1819,2.1819,4.041,15.2084,10.9277,0.1114,0.1114,0.2063,0.3177,0.3177,0.7764,0.5579,2025/2026,8310,,
Omri Gandelman,Lecce,Serie A,M S,19,971,2,2,1,10,7,0,0,1.7339,1.7339,1.121,3.1843,1.0364,0.1607,0.1607,0.1039,0.2646,0.2646,0.2951,0.0961,2025/2026,8311,,
Nesta Elphege,Parma Calcio 1913,Serie A,F S,9,297,2,2,1,6,4,0,0,2.3499,2.3499,0.3569,2.4368,0.1902,0.7121,0.7121,0.1082,0.8203,0.8203,0.7384,0.0576,2025/2026,8312,,
Paul Mendy,Cagliari,Serie A,F S,9,326,2,2,0,15,6,1,0,2.389,2.389,0.2572,2.7216,0.8245,0.6595,0.6595,0.071,0.7305,0.7305,0.7514,0.2276,2025/2026,8313,,
Ulisses Garc\u00eda,Sassuolo,Serie A,D S,13,941,1,1,2,2,12,3,0,0.0659,0.0659,2.2448,4.9121,3.3129,0.0063,0.0063,0.2147,0.221,0.221,0.4698,0.3169,2025/2026,8314,,
Romelu Lukaku,Napoli,Serie A,S,5,33,1,1,0,2,2,1,0,0.5893,0.5893,0.2114,0.3289,0.0,1.6072,1.6072,0.5765,2.1837,2.1837,0.897,0.0,2025/2026,8315,,
Nemanja Matic,Sassuolo,Serie A,M S,34,2686,1,1,1,11,20,6,1,0.3297,0.3297,0.9152,11.5746,10.9037,0.011,0.011,0.0307,0.0417,0.0417,0.3878,0.3654,2025/2026,8316,,
Juan Cuadrado,Pisa,Serie A,D M S,19,460,1,0,0,10,13,3,0,0.9581,0.1968,0.8361,1.443,0.6505,0.1875,0.0385,0.1636,0.3511,0.2021,0.2823,0.1273,2025/2026,8317,,
Leonardo Pavoletti,Cagliari,Serie A,F S,13,193,1,1,1,6,2,1,0,1.3748,1.3748,0.3619,1.778,0.4217,0.6411,0.6411,0.1688,0.8099,0.8099,0.8291,0.1966,2025/2026,8318,,
Manuel Locatelli,Juventus,Serie A,M,36,3031,1,1,2,46,47,9,0,2.4155,1.6542,3.8267,21.8019,18.527,0.0717,0.0491,0.1136,0.1853,0.1627,0.6474,0.5501,2025/2026,8319,,
Stephan El Shaarawy,Roma,Serie A,F M S,20,623,1,1,2,18,12,4,0,2.0189,2.0189,1.7541,5.1074,2.5586,0.2917,0.2917,0.2534,0.5451,0.5451,0.7378,0.3696,2025/2026,8320,,
Mat\u00edas Vecino,Lazio,Serie A,M S,13,592,1,1,1,7,3,1,0,0.3103,0.3103,0.5146,1.9277,1.2747,0.0472,0.0472,0.0782,0.1254,0.1254,0.2931,0.1938,2025/2026,8321,,
Remo Freuler,Bologna,Serie A,M S,29,2236,1,1,2,8,22,5,0,1.6811,1.6811,1.3418,9.6751,7.1492,0.0677,0.0677,0.054,0.1217,0.1217,0.3894,0.2878,2025/2026,8322,,
Roberto Gagliardini,Verona,Serie A,M S,29,2212,1,1,0,15,16,9,0,1.3313,1.3313,0.6643,3.9454,3.1284,0.0542,0.0542,0.027,0.0812,0.0812,0.1605,0.1273,2025/2026,8323,,
Manuel De Luca,Cremonese,Serie A,S,2,10,1,0,0,2,0,0,0,0.8351,0.0738,0.0,0.0738,0.0,7.5159,0.6642,0.0,7.5159,0.6642,0.6642,0.0,2025/2026,8324,,
Sebastiano Luperto,"Cagliari,Cremonese",Serie A,D,34,3024,1,1,1,12,6,4,0,0.9485,0.9485,1.2708,5.0517,4.6602,0.0282,0.0282,0.0378,0.066,0.066,0.1503,0.1387,2025/2026,8325,,
Marten de Roon,Atalanta,Serie A,D M S,34,2720,1,1,2,16,23,6,1,0.8248,0.8248,1.5867,15.4834,13.5858,0.0273,0.0273,0.0525,0.0798,0.0798,0.5123,0.4495,2025/2026,8326,,
Franco V\u00e1zquez,Cremonese,Serie A,F M S,15,485,1,1,1,12,9,1,0,1.4492,1.4492,1.8918,3.0313,1.5376,0.2689,0.2689,0.3511,0.62,0.62,0.5625,0.2853,2025/2026,8327,,
Antonio Sanabria,Cremonese,Serie A,F S,25,921,1,1,1,12,6,2,0,2.9799,2.9799,1.9838,3.97,0.3717,0.2912,0.2912,0.1939,0.4851,0.4851,0.3879,0.0363,2025/2026,8328,,
Jean-Daniel Akpa-Akpro,Verona,Serie A,M S,22,1531,1,1,0,13,11,9,0,0.8761,0.8761,0.3872,2.5888,1.5401,0.0515,0.0515,0.0228,0.0743,0.0743,0.1522,0.0905,2025/2026,8329,,
Patrick Cutrone,Parma Calcio 1913,Serie A,F S,15,908,1,1,0,25,3,0,0,3.2714,3.2714,0.6591,3.9992,0.8263,0.3243,0.3243,0.0653,0.3896,0.3896,0.3964,0.0819,2025/2026,8330,,
Alessandro Bastoni,Inter,Serie A,D,28,2269,1,1,4,17,25,6,0,1.6852,1.6852,3.2031,13.9496,11.8166,0.0668,0.0668,0.1271,0.1939,0.1939,0.5533,0.4687,2025/2026,8331,,
Luca Pellegrini,Lazio,Serie A,D S,24,1485,1,1,0,7,16,8,0,0.6441,0.6441,0.8312,4.4299,3.7517,0.039,0.039,0.0504,0.0894,0.0894,0.2685,0.2274,2025/2026,8332,,
Aar\u00f3n Mart\u00edn,Genoa,Serie A,D M S,33,2167,1,1,5,11,62,2,0,1.318,0.5567,6.5681,6.5542,3.7498,0.0547,0.0231,0.2728,0.3275,0.2959,0.2722,0.1557,2025/2026,8333,,
Estupi\u00f1\u00e1n,AC Milan,Serie A,D S,19,1045,1,1,1,9,13,5,1,0.4772,0.4772,1.5814,7.5274,6.9204,0.0411,0.0411,0.1362,0.1773,0.1773,0.6483,0.596,2025/2026,8334,,
Stefan Posch,Como,Serie A,D S,14,362,1,1,0,8,2,1,0,0.8626,0.8626,0.1884,2.2557,1.9921,0.2145,0.2145,0.0468,0.2613,0.2613,0.5608,0.4953,2025/2026,8335,,
Diego Carlos,Como,Serie A,D S,27,1946,1,1,0,8,2,8,0,1.6734,1.6734,0.0479,5.3243,5.2658,0.0774,0.0774,0.0022,0.0796,0.0796,0.2462,0.2435,2025/2026,8336,,
Niclas F\u00fcllkrug,AC Milan,Serie A,F S,20,626,1,1,0,16,9,0,0,3.4131,2.6518,2.2759,6.8353,2.7036,0.4907,0.3812,0.3272,0.8179,0.7084,0.9827,0.3887,2025/2026,8337,,
Stanislav Lobotka,Napoli,Serie A,M S,32,2442,1,1,1,8,22,3,0,0.411,0.411,1.0619,9.9417,8.9699,0.0151,0.0151,0.0391,0.0542,0.0542,0.3664,0.3306,2025/2026,8338,,
Adam Marusic,Lazio,Serie A,D S,33,2794,1,1,2,16,9,1,1,1.7432,1.7432,1.5356,7.5368,5.521,0.0562,0.0562,0.0495,0.1057,0.1057,0.2428,0.1778,2025/2026,8339,,
Antoine Bernede,Verona,Serie A,M S,32,2349,1,1,2,21,29,2,0,1.0209,1.0209,1.9406,5.9139,3.5472,0.0391,0.0391,0.0744,0.1135,0.1135,0.2266,0.1359,2025/2026,8340,,
Riccardo Sottil,Lecce,Serie A,F M S,21,1078,1,1,2,20,24,1,0,0.7569,0.7569,3.8969,2.1067,0.7895,0.0632,0.0632,0.3253,0.3885,0.3885,0.1759,0.0659,2025/2026,8341,,
Luca Ranieri,Fiorentina,Serie A,D S,34,2489,1,1,0,18,7,8,1,2.0761,2.0761,1.0301,6.2018,5.0256,0.0751,0.0751,0.0372,0.1123,0.1123,0.2243,0.1817,2025/2026,8342,,
Ndary Adopo,Cagliari,Serie A,D M S,38,3074,1,1,2,28,27,4,0,2.5289,2.5289,2.4405,8.8084,5.8197,0.074,0.074,0.0715,0.1455,0.1455,0.2579,0.1704,2025/2026,8343,,
Mehmet Zeki \u00c7elik,Roma,Serie A,D M S,34,2747,1,1,2,22,27,2,1,1.7681,1.7681,2.4127,13.8561,11.6554,0.0579,0.0579,0.079,0.1369,0.1369,0.454,0.3819,2025/2026,8344,,
Boulaye Dia,Lazio,Serie A,F M S,27,1257,1,1,2,12,15,1,0,2.6982,2.6982,1.7122,5.3527,2.558,0.1932,0.1932,0.1226,0.3158,0.3158,0.3832,0.1832,2025/2026,8345,,
Juan Miranda,Bologna,Serie A,D S,32,2576,1,1,3,13,64,6,0,0.5171,0.5171,4.5046,11.6765,9.174,0.0181,0.0181,0.1574,0.1755,0.1755,0.408,0.3205,2025/2026,8346,,
Samuele Ricci,AC Milan,Serie A,M S,31,1273,1,1,4,18,20,3,0,2.1062,2.1062,2.7816,8.7488,5.3244,0.1489,0.1489,0.1967,0.3456,0.3456,0.6185,0.3764,2025/2026,8347,,
Eljif Elmas,Napoli,Serie A,F M S,33,1791,1,1,3,27,24,3,0,3.6417,3.6417,1.7522,8.1902,4.1265,0.183,0.183,0.0881,0.2711,0.2711,0.4116,0.2074,2025/2026,8348,,
Billy Gilmour,Napoli,Serie A,M S,17,798,1,1,0,10,6,1,0,0.572,0.572,0.4836,4.1984,3.3647,0.0645,0.0645,0.0545,0.119,0.119,0.4735,0.3795,2025/2026,8349,,
Lloyd Kelly,Juventus,Serie A,D S,35,2997,1,1,1,17,11,4,0,0.9669,0.9669,1.0618,12.8487,12.2844,0.029,0.029,0.0319,0.0609,0.0609,0.3858,0.3689,2025/2026,8350,,
Pierre Kalulu Kyatengwa,Juventus,Serie A,D,37,3281,1,1,4,12,43,2,1,1.4483,1.4483,5.5372,18.3091,14.8732,0.0397,0.0397,0.1519,0.1916,0.1916,0.5022,0.408,2025/2026,8351,,
Miguel Guti\u00e9rrez,Napoli,Serie A,D S,28,1478,1,1,1,15,20,0,0,0.5719,0.5719,1.7834,8.1692,7.4021,0.0348,0.0348,0.1086,0.1434,0.1434,0.4974,0.4507,2025/2026,8352,,
